VALID_NAME,LANGUAGE,COMMON_NAME_1,COMMON_NAME_2,COMMON_NAME_3
Epinephelus socialis,English,Surge grouper,,
Epinephelus spilotoceps,English,Four-saddle grouper,Four-saddle rockcod,Foursaddle grouper
Epinephelus stictus,English,Black-dotted grouper,Blackdotted grouper,Six-banded grouper
Epinephelus stoliczkae,English,Epaulet grouper,,
Epinephelus striatus,English,Day grouper,Nassau grouper,Sweet lip
Epinephelus suborbitalis,English,Seamount grouper,,
Epinephelus summana,English,Edgeblack grouper,Suman grouper,Summan grouper
Epinephelus tauvina,English,Estuary rock cod,Estuary rock-cod,Giant grouper
Epinephelus timorensis,English,Yellowspotted grouper,,
Epinephelus trimaculatus,English,Black-saddled grouper,Threespot grouper,
Epinephelus trophis,English,Plump grouper,,
Epinephelus tuamotuensis,English,Reticulate grouper,Snakeskin seabass,
Epinephelus tukula,English,Black-spotted rock-cod,Brown-marbled reef cod,Potato bass
Epinephelus undulatostriatus,English,Maori cod,Maori groper,Maori grouper
Epinephelus undulosus,English,Brown-lined reef cod,Brown-lined reefcod,Brown-lined rock cod
Epinnula magistralis,English,Domine,,
Epinnula rex,English,Pacific Domine,,
Eques lanceolatus,English,Donkey fish,Jackknife fish,Jacknife fish
Eques punctatus,English,Spooted drum,Spotted drum,Spotted equetus
Equulites aethopos,English,Red Sea elongate ponyfish,,
Equulites berbis,English,Berber ponyfish,Lined ponyfish,Scrawled ponyfish
Equulites elongatus,English,Elongate ponyfish,Elongate slimy,Slender ponyfish
Equulites klunzingeri,English,Klunzinger's ponyfish,,
Equulites leuciscus,English,Highfin ponyfish,Long-spined pony-fish,New Holland pony-fish
Equulites lineolatus,English,Ornate ponyfish,Ponyfish,Slipmouth
Equulites macrolepis,English,Largescale ponyfish,,
Equulites oblongus,English,Oblong ponyfish,,
Equulites popei,English,Elongate slimy,Elongated slipmouth,Pope's ponyfish
Equulites rivulatus,English,Offshore ponyfish,Ponyfish,
Equulites ryukyuensis,English,Okinawan whip-fin ponyfish,,
Ericentrus rubrus,English,Orange clinid,,
Erilepis zonifer,English,Skilfish,,
Erisphex aniarus,English,Dark-finned velvetfish,Darkfin velvetfish,Scorpionfish
Erisphex pottii,English,Spotted velvetfish,,
Ernogrammus hexagrammus,English,Six-lined prickleback,,
Ernogrammus walkeri,English,Masked prickleback,,
Ernogrammus zhirmunskii,English,Seven-lined prickleback,,
Erosa erosa,English,Daruma stinger,Pacific monkeyfish,Pitted scorpionfish
Erotelis armiger,English,Flathead sleeper,,
Erotelis smaragdus,English,Emerald sleeper,,
Erythrocles monodi,English,Atlantic rubyfish,Crimson rover,
Erythrocles schlegelii,English,Japanese rubyfish,,
Erythrocles scintillans,English,Golden kali kali,Golden rover,
Escualosa elongata,English,Slender white sardine,,
Escualosa thoracata,English,Deep herring,Deep-bodied herring,Northern herring
Esselenichthys carli,English,Threeline prickleback,,
Esselenichthys laurae,English,Twoline prickleback,,
Etelis boweni,English,Bowen's red snapper,Giant ruby snapper,
Etelis carbunculus,English,Deep snapper,Deep-water red snapper,Deepwater red snapper
Etelis coruscans,English,Deepwater longtail red snapper,Deepwater snappers,Flame snapper
Etelis oculatus,English,Blear-eyed snapper,Brim snapper,Night snapper
Etelis radiosus,English,Pale ruby snapper,Pale snapper,Scarlet snapper
Ethadophis akkistikos,English,Indifferent eel,,
Ethadophis byrnei,English,Ordinary eel,,
Ethadophis merenda,English,Snack eel,,
Ethmalosa fimbriata,English,Bonga shad,Clupeid fish,Malay sprat
Ethmidium maculatum,English,Pacific menhaden,Menhaden,Shad
Etropus crossotus,English,Fringed flounder,,
Etropus cyclosquamus,English,Shelf flounder,,
Etropus ectenes,English,Sole flounder,,
Etropus microstomus,English,Smallmouth flounder,,
Etropus pacificus,English,Delsman's flounder,,
Etropus peruvianus,English,Peruvian flounder,,
Etropus rimosus,English,Gray flounder,,
Etrumeus micropus,English,Sardine,,
Etrumeus sadina,English,Atlantic round herring,California round herring,East coast roundherring
Etrumeus whiteheadi,English,Redeye roundherring,Round herring,Whitehead's round herring
Eubalichthys bucephalus,English,Black reef leatherjacket,Whitley's leatherjacket,
Eubalichthys caeruleoguttatus,English,Blue-finned leatherjacket,Blue-spotted leatherjacket,
Eubalichthys cyanoura,English,Blue-tailed leatherjacket,Bluetail leatherjacket,
Eubalichthys gunnii,English,Black leatherjacket,Dark brown leatherjacket,Gunn's leatherjacket
Eubalichthys mosaicus,English,Deep-bodied leatherjacket,Dinnerplate leatherjacket,Leather jacket
Eubalichthys quadrispinis,English,Four-spined leatherjacket,Fourspine leatherjacket,
Eubleekeria jonesi,English,Jones' pony fish,,
Eubleekeria kupanensis,English,Kupang pony fish,,
Eubleekeria rapsoni,English,Papuan pony fish,Rapson's ponyfish,
Eubleekeria splendens,English,Black tipped ponyfish,Black-tipped ponyfish,Blacktip ponyfish
Eucinostomus argenteus,English,Silver mojarra,Spotfin mojarra,
Eucinostomus currani,English,Pacific flagfin mojarra,Mojarra,
Eucinostomus dowii,English,Dow's mojarra,Pacific spotfin mojarra,Silver mojarra
Eucinostomus entomelas,English,Dark-spot mojarra,Darkspot mojarra,
Eucinostomus gracilis,English,Graceful mojarra,Pacific flagfin mojarra,
Eucinostomus gula,English,Common mojarra,Jenny mojarra,Silver jenny
Eucinostomus harengulus,English,Tidewater mojarra,,
Eucinostomus havana,English,Bigeye mojarra,Cuban mojarra,Shad
Eucinostomus jonesii,English,Slender mojarra,,
Eucinostomus melanopterus,English,Flagfin mojarra,Butterfish,
Euclichthys polynemus,English,Bearded cod,Eucla cod,
Eucryphycus californicus,English,Persimmon eelpout,,
Eucyclogobius kristinae,English,Southern tidewater goby,,
Eucyclogobius newberryi,English,Northern tidewater goby,Tidewater goby,
Eugerres axillaris,English,Black axillary mojarra,,
Eugerres brasilianus,English,Brazilian mojarra,Mojarra del Brasil,Streaked mojarra
Eugerres brevimanus,English,Periche mojarra,Short fin mojarra,Shortfin mojarra
Eugerres lineatus,English,Streaked mojarra,,
Eugerres plumieri,English,Striped mojarra,Mojarra,
Eugnathogobius mindora,English,Stripe-face Calamiana,,
Euleptorhamphus velox,English,Flying halfbeak,Slender halfbeak,
Euleptorhamphus viridis,English,Flying halfbeak,Long-beaked garfish,Long-finned garfish
Eulophias koreanus,English,Korean prickleback,,
Eumecichthys fiski,English,Unicorn crestfish,Unicornfish,
Eumegistus brevorti,English,Tropical pomfret,,
Eumegistus illustris,English,Brilliant pomfret,,
Eumesogrammus praecisus,English,Fourline snakeblenny,,
Eumicrotremus andriashevi,English,Pimpled lumpsucker,,
Eumicrotremus asperrimus,English,Siberian lumpsucker,,
Eumicrotremus barbatus,English,Papillose lumpsucker,,
Eumicrotremus derjugini,English,Leatherfin lumpsucker,,
Eumicrotremus gyrinops,English,Alaskan lumpsucker,,
Eumicrotremus orbis,English,Pacific spiny lumpsucker,Spiny lumpsucker,
Eumicrotremus phrynoides,English,Toad lumpsucker,,
Eumicrotremus spinosus,English,Atlantic spiny lumpsucker,Eggvin lumpsucker,
Eumicrotremus terraenovae,English,Newfoundland spiny lumpsucker,,
Eupetrichthys angustipes,English,Slender parrotfish,Slender wrasse,Snakeskin wrasse
Eupleurogrammus glossodon,English,Bleeker's ribbonfish,Longtooth hairtail,Cutlassfish
Eupleurogrammus muticus,English,Gray's ribbonfish,Hair tail,High-head hairtail
Eupogonesthes xenicus,English,Exotic snaggletooth,,
Euprepocaranx dorsalis,English,Threadfin jack,,
Euristhmus lepturus,English,Elongate catfish,Long-tailed catfish,Long-tailed catfish eel
Euristhmus microceps,English,Smallhead catfish,,
Euristhmus nudiceps,English,Naked-headed catfish,Nakedhead catfish,Nettlefish
Eurymen gyrinus,English,Smooth-cheek sculpin,Smoothcheek sculpin,
Eurypegasus draconis,English,Common seamoth,Dwarf seamoth,Little dragonfish
Eurypegasus papilio,English,Hawaiian sea-moth fish,,
Eurypharynx pelecanoides,English,Big-mouth gulper,Deep-sea gulper eel,Gulper eel
Eurypleuron owasianum,English,Eel pearlfish,,
Eustomias achirus,English,Proud dragonfish,,
Eustomias australensis,English,Australian dragonfish,,
Eustomias bifilis,English,Twinthread dragonfish,,
Eustomias bulbornatus,English,Grapevine dragonfish,,
Eustomias cryptobulbus,English,Hiddenbulb dragonfish,,
Eustomias dendrobium,English,Dendrobium dragonfish,,
Eustomias enbarbatus,English,Barbate dragonfish,,
Eustomias furcifer,English,Scaleless dragonfish,,
Eustomias macronema,English,Bigbarb dragonfish,,
Eustomias macrurus,English,Scaleless dragonfish,Yellowstem dragonfish,
Eustomias multifilis,English,Multi-thread dragonfish,,
Eustomias obscurus,English,Scaleless dragonfish,,
Eustomias parini,English,Parin's dragonfish,,
Eustomias satterleei,English,Twinray dragonfish,,
Eustomias schmidti,English,Schmidt's dragonfish,,
Eustomias stamen,English,Stamen dragonfish,,
Eustomias trewavasae,English,Deepsea dragonfish,,
Eustomias tritentaculatus,English,Three-tentaxles dragonfish,,
Eustomias vitiazi,English,Vitiaz dragonfish,,
Eustomias vulgaris,English,Common dragonfish,,
Eusurculus andamanensis,English,Andaman viviparous brotula,,
Eusurculus pristinus,English,Pristine viviparous brotula,,
Eutaeniophorus festivus,English,Festive ribbonfish,Festive ribbontail,Tapetail
Euthynnus affinis,English,Black skipjack,Black skipjack tuna,Dwarf bonito
Euthynnus alletteratus,English,Atlantic black skipjack,Atlantic little tuna,Atlantic little tunny
Euthynnus lineatus,English,Black skipjack,,
Eutrigla gurnardus,English,Grey gurnard,,
Evermannella balbo,English,Balbo sabretooth,Saber-tooth fish,
Evermannella indica,English,Indian sabretooth,Sabertooth,
Evermannella melanoderma,English,Indian sabertooth,,
Evermannia longipinnis,English,Enigmatic goby,,
Evermannia zosterura,English,Bandedtail goby,,
Evermannichthys convictor,English,Tenant goby,,
Evermannichthys metzelaari,English,Roughtail goby,Sponge goby,
Evermannichthys silus,English,Pugnose goby,,
Evermannichthys spongicola,English,Sponge goby,,
Eviota abax,English,Sand-table dwarfgoby,,
Eviota afelei,English,Afele's dwarfgoby,Afele's fringefin goby,Afele's pygmy goby
Eviota albolineata,English,Spotted fringefin goby,White-barred pygmy-goby,White-line dwarfgoby
Eviota algida,English,Upwelling dwarfgoby,,
Eviota amamiko,English,Amamiko dwarfgoby,,
Eviota amphipora,English,Twinpore dwarfgoby,,
Eviota ancora,English,Hookcheek dwarfgoby,Hookcheek pygmygoby,
Eviota angustifascia,English,Whiteline dwarfgoby,,
Eviota aquila,English,Dark dwarfgoby,,
Eviota asymbasia,English,Inconsistent dwarfgoby,,
Eviota atauroensis,English,Atauro dwarfgoby,,
Eviota atriventris,English,Blackbelly dwarfgoby,Neon Eviota,
Eviota bacata,English,Pearl dwarfgoby,,
Eviota bifasciata,English,Doublebar goby,Two-stripe pygmy-goby,Twostripe dwarfgoby
Eviota bilunula,English,Crescent dwarfgoby,,
Eviota bimaculata,English,Twin-occipital dwarfgoby,Twospot Eviota,Twospot fringedfin goby
Eviota bipunctata,English,Twinspot dwarfgoby,Variable dwarfgoby,
Eviota brahmi,English,Brahm's dwarfgoby,,
Eviota cometa,English,Comet dwarfgoby,Comet Eviota,Comet pygmy goby
Eviota dalyi,English,Amirante dwarfgoby,,
Eviota deminuta,English,Diminutive dwarfgoby,,
Eviota disrupta,English,Brokenbar dwarfgoby,,
Eviota distigma,English,Distigma Eviota,Twospot dwarfgoby,Twospot goby
Eviota dorsimaculata,English,Dorsal-spot dwarfgoby,,
Eviota dorsogilva,English,Creamback dwarfgoby,,
Eviota dorsopurpurea,English,Purple dwarfgoby,,
Eviota epiphanes,English,Divine dwarf goby,Divine dwarfgoby,
Eviota epistigmata,English,Twinspot drawfgoby,,
Eviota erdmanni,English,Erdmann's dwarfgoby,,
Eviota eyreae,English,Eyre's dwarfgoby,,
Eviota fallax,English,Twin Dwarfgoby,,
Eviota fasciola,English,Barred dwarfgoby,Barred Eviota,Barred pygmy goby
Eviota filamentosa,English,Threadfin dwarfgoby,,
Eviota flaviarma,English,Yellow-shoulder dwarfgoby,,
Eviota flavipinnata,English,Yellow-fin dwarfgoby,Yellowfin dwarfgoby,
Eviota flebilis,English,Tearful dwarfgoby,,
Eviota fluctiphila,English,Surge dwarfgoby,,
Eviota geminata,English,Geminate dwarfgoby,,
Eviota gunawanae,English,Tiene's dwarfgoby,,
Eviota guttata,English,Green pygmy-goby,Spotted dwarfgoby,Spotted pygmy goby
Eviota herrei,English,Herre's dwarfgoby,Herre's Eviota,Herre's pygmy goby
Eviota hinanoae,English,Hinano's dwarfgoby,,
Eviota hoesei,English,Doug's Eviota,Hoese's dwarfgoby,
Eviota imitata,English,Imitator dwarfgoby,Mimic dwarfgoby,
Eviota indica,English,Indian dwarfgoby,,
Eviota infulata,English,Epaulet dwarfgoby,Infulata pygmy goby,Shoulder-mark pygmy goby
Eviota inutilis,English,Chestspot dwarfgoby,Chestspot Eviota,
Eviota irrasa,English,Unpolished dwarfgoby,,
Eviota japonica,English,Japanese dwarfgoby,,
Eviota jewettae,English,Jewett's dwarfgoby,,
Eviota karaspila,English,Eastern headspot dwarfgoby,Eastern headspot pygmygoby,
Eviota kermadecensis,English,Kermadec dwarfgoby,,
Eviota korechika,English,Korechika's dwarfoby,,
Eviota lachdeberei,English,Lachdebere's dwarfgoby,Lachdebere's pygmy goby,Lachdebrere's pygmy goby
Eviota lacrimae,English,Teared dwarfgoby,,
Eviota lacrimosa,English,Weeping dwarfgoby,,
Eviota lateritea,English,Laterite dwarfgoby,,
Eviota latifasciata,English,Broad-banded pygmy goby,Brown-banded dwarfgoby,Brownbanded dwarfgoby
Eviota lentiginosa,English,Frecked dwarfgoby,,
Eviota longirostris,English,Long-snout dwarfgoby,,
Eviota maculibotella,English,Spotted dick dwarfgoby,,
Eviota maculosa,English,Polkadot dwarfgoby,,
Eviota marerubrum,English,Red Sea dwarfgoby,,
Eviota marteynae,English,Red star-eye dwarfgoby,,
Eviota masudai,English,Masuda's dwarfgoby,,
Eviota melanosphena,English,Wedge dwarfgoby,,
Eviota melasma,English,Black-spotted pygmy-goby,Headspot dwarfgoby,Headspot Eviota
Eviota mikiae,English,Miki's dwarfgoby,Miki's pygmy-goby,White-line dwarfgoby
Eviota mimica,English,Mimic dwarfgoby,,
Eviota minuta,English,Minute dwarfgoby,,
Eviota monostigma,English,Singlespot dwarfgoby,Singlespot Eviota,
Eviota natalis,English,Christmas dwarfgoby,,
Eviota nebulosa,English,Nebulous dwarfgoby,Nebulous pygmy goby,Palespot Eviota
Eviota nigramembrana,English,Blackbar dwarfgoby,,
Eviota nigripinna,English,Blackfin dwarfgoby,,
Eviota nigrispina,English,Blackspine dwarfgoby,Blackspine pygmygoby,
Eviota nigriventris,English,Black-spot pygmy-goby,Blackbelly goby,Blackbelly pygmy goby
Eviota notata,English,Barhead dwarfgoby,,
Eviota occasa,English,Sunset dwarfgoby,,
Eviota ocellifer,English,Ocellated dwarfgoby,,
Eviota oculineata,English,False-comet dwarfgoby,,
Eviota oculopiperita,English,Pepperminteye dwarfgoby,,
Eviota pamae,English,Pam's dwarfgoby,,
Eviota pardalota,English,Leopard dwarfgoby,,
Eviota partimacula,English,Dividedspot dwarfgoby,,
Eviota pellucida,English,Neon pygmy goby,Neon pygmy-goby,Pellucida pygmy goby
Eviota perspicilla,English,Glasses dwarfgoby,,
Eviota pictifacies,English,Paintedface dwarfgoby,,
Eviota pinocchioi,English,Pinocchio dwarfgoby,,
Eviota piperata,English,Peppered dwarfgoby,,
Eviota prasina,English,Green bubble goby,Greenbubble dwarfgoby,Greenbubble goby
Eviota prasites,English,Hairfin dwarfgoby,Hairfin Eviota,Hairfin pygmy goby
Eviota pseudaprica,English,False sunny dwarfgoby,,
Eviota pseudostigma,English,False singlespot dwarfgoby,,
Eviota pseudozebrina,English,Fijian zebra dwarfgoby,,
Eviota punctulata,English,Dotted dwarfgoby,Finespot Eviota,Green bubble goby
Eviota punyit,English,Punyit dwarfgoby,,
Eviota queenslandica,English,Queensland dwarfgoby,Queensland eviota,Queensland pygmy goby
Eviota raja,English,King dwarfgoby,Raja dwarfgoby,
Eviota randalli,English,Randall's dwarfgoby,,
Eviota readerae,English,Reader's dwarfgoby,Sally's eviota,
Eviota richardi,English,Rick's dwarfgoby,,
Eviota rubra,English,Red dwarfgoby,,
Eviota rubriceps,English,Red-headed dwarfgoby,Redhead dwarfgoby,
Eviota rubriguttata,English,Redspotfin dwarfgoby,Redspotfin Pygmygoby,
Eviota rubrimaculata,English,Redspot dwarfgoby,,
Eviota rubrisparsa,English,Redspeckled dwarfgoby,Redsprinkled pygmygoby,
Eviota saipanensis,English,Saipan dwarfgoby,Saipan pygmy goby,
Eviota samota,English,Samota dwarfgoby,,
Eviota santanai,English,Santana's dwarfgoby,,
Eviota sebreei,English,Redstripe dwarfgoby,Sebree's dwarfgoby,Sebree's pygmy goby
Eviota shibukawai,English,Shibukawa's dwarfgoby,,
Eviota shimadai,English,Shimada's dwarfgoby,Shimada's pygmygoby,Shimadai's dwarfgoby
Eviota sigillata,English,Adorned dwarfgoby,Pale-cheek pygmy-goby,Seven-figure pygmy goby
Eviota singula,English,One-spot dwarfgoby,,
Eviota smaragdus,English,Emerald dwarfgoby,Smaragdus pygmy goby,
Eviota sodwanaensis,English,Sodwana dwarfgoby,,
Eviota sparsa,English,Redspeckled dwarfgoby,Sparse eviota,Speckled dwarfgoby
Eviota specca,English,Dusted dwarfgoby,Speckled dwarfgoby,
Eviota spilota,English,Shoulderspot eviota,Spottedfin dwarfgoby,
Eviota springeri,English,Springer's dwarfgoby,,
Eviota storthynx,English,Belly-spotted pygmy-goby,Rosy eviota,Storthynx dwarfgoby
Eviota susanae,English,Susan's dwarfgoby,Susan's pygmygoby,
Eviota taeiae,English,Taei's Dwarfgoby,,
Eviota teresae,English,Terry's dwarfgoby,,
